ccn,location,latitude,longitude,block,offensekey,offensegroup,method,offense,sector,start_date,end_date,shift,year,neighborhood_cluster,psa,census_tract,ward,bid,district,ucr-rank,voting_precinct
25004426,"38.9103892909,-76.9975444831",38.91038929,-76.99754448,400 - 500 block of penn street ne,property|theft f/auto,property,others,theft f/auto,5D1,05-01-2025,10-01-2025,evening,2025,cluster 23,501,8803,5,Unknown,5,7,precinct 76
25005387,"38.966848724,-77.0349012254",38.96684872,-77.03490123,1400 - 1599 block of somerset place nw,property|theft/other,property,others,theft/other,4D1,12-01-2025,02-03-2025,evening,2025,cluster 17,402,1803,4,Unknown,4,6,precinct 60
25007798,"38.9142137824,-76.9860296578",38.91421378,-76.98602966,1300 - 1399 block of okie street ne,property|theft f/auto,property,others,theft f/auto,5D3,15-01-2025,15-01-2025,day,2025,cluster 23,506,8803,5,Unknown,5,7,precinct 76
25008905,"38.898528687,-76.9873501443",38.89852869,-76.98735014,1300 - 1353 block of maryland avenue ne,property|motor vehicle theft,property,others,motor vehicle theft,1D2,19-01-2025,19-01-2025,evening,2025,cluster 25,104,8402,6,Unknown,1,8,precinct 82
25011077,"38.9255809022,-76.9660718891",38.9255809,-76.96607189,3000 - 3009 block of franklin street ne,property|theft f/auto,property,others,theft f/auto,5D2,19-01-2025,21-01-2025,day,2025,cluster 22,503,11100,5,Unknown,5,7,precinct 71
25015961,"38.905367898,-76.9316680942",38.9053679,-76.93166809,1100 - 1199 block of 49th street ne,property|theft/other,property,others,theft/other,6D1,02-02-2025,02-02-2025,evening,2025,cluster 31,602,7806,7,Unknown,6,6,precinct 93
25024204,"38.9245894783,-76.9531331516",38.92458948,-76.95313315,3600 - 3799 block of jamison street ne,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,5D2,18-02-2025,18-02-2025,evening,2025,cluster 24,503,9000,5,Unknown,5,3,precinct 139
25013785,"38.9215847053,-76.9937555941",38.92158471,-76.99375559,2300 - 2499 block of washington place ne,property|theft/other,property,others,theft/other,5D2,29-01-2025,29-01-2025,midnight,2025,cluster 22,505,9102,5,Unknown,5,6,precinct 72
25011943,"38.97580503,-77.0272704456",38.97580503,-77.02727045,1100 - 1199 block of dahlia street nw,property|theft/other,property,others,theft/other,4D1,25-01-2025,25-01-2025,evening,2025,cluster 40,401,10300,4,Unknown,4,6,precinct 62
25420589,"38.9003639656,-77.0249356086",38.90036397,-77.02493561,900 - 999 block of palmer alley nw,property|theft/other,property,others,theft/other,2D3,17-12-2024,17-12-2024,evening,2025,cluster 8,209,5802,2,downtown,2,6,precinct 129
25007347,"38.8882873091,-76.9855124778",38.88828731,-76.98551248,100 - 149 block of 14th street se,property|theft f/auto,property,others,theft f/auto,1D2,16-01-2025,16-01-2025,day,2025,cluster 26,107,6700,6,Unknown,1,7,precinct 88
25009245,"38.9026571985,-76.9286429402",38.9026572,-76.92864294,4900 - 5199 block of just street ne,property|theft f/auto,property,others,theft f/auto,6D1,20-01-2025,20-01-2025,day,2025,cluster 31,608,7809,7,Unknown,6,7,precinct 94
25009458,"38.9238698908,-77.0408755892",38.92386989,-77.04087559,1737 - 1776 block of columbia road nw,property|theft/other,property,others,theft/other,3D3,20-01-2025,20-01-2025,midnight,2025,cluster 1,303,3901,1,adams morgan,3,6,precinct 35
25012602,"38.9247534971,-77.0309768591",38.9247535,-77.03097686,1300 - 1399 block of fairmont street nw,property|motor vehicle theft,property,others,motor vehicle theft,3D1,10-01-2025,27-01-2025,day,2025,cluster 2,304,3600,1,Unknown,3,8,precinct 36
25013154,"38.8822665832,-76.9313932906",38.88226658,-76.93139329,5000 - 5099 block of kimi gray court se,property|motor vehicle theft,property,others,motor vehicle theft,6D3,28-01-2025,28-01-2025,day,2025,cluster 33,604,9904,7,Unknown,6,8,precinct 104
25013713,"38.878404918,-77.0066704987",38.87840492,-77.0066705,50 - 99 block of k street se,property|theft f/auto,property,others,theft f/auto,1D3,28-01-2025,29-01-2025,day,2025,cluster 27,106,7202,6,capitol riverfront,1,7,precinct 131
25014734,"38.9299484468,-76.9833414538",38.92994845,-76.98334145,1500 - 1599 block of jackson street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,30-01-2025,31-01-2025,day,2025,cluster 22,504,9301,5,Unknown,5,8,precinct 70
25019206,"38.8368603507,-77.0069028318",38.83686035,-77.00690283,3651 - 3799 block of martin luther king jr avenue se,property|theft/other,property,others,theft/other,7D2,08-02-2025,09-02-2025,midnight,2025,cluster 39,707,9803,8,Unknown,7,6,precinct 124
25019350,"38.9018046592,-77.0249959451",38.90180466,-77.02499595,900 - 999 block of new york avenue nw,property|theft f/auto,property,others,theft f/auto,2D3,08-02-2025,08-02-2025,day,2025,cluster 8,209,10100,2,downtown,2,7,precinct 129
25026665,"38.9125918826,-77.0075416916",38.91259188,-77.00754169,10 - 99 block of r street ne,violent|robbery,violent,gun,robbery,5D1,23-02-2025,23-02-2025,midnight,2025,cluster 21,502,8701,5,Unknown,5,4,precinct 75
25020077,"38.8996151246,-76.9803866148",38.89961512,-76.98038661,1516 - 1699 block of benning road ne,property|theft/other,property,others,theft/other,5D3,10-02-2025,10-02-2025,evening,2025,cluster 23,507,8904,5,Unknown,5,6,precinct 79
25020567,"38.8701015245,-76.9822235984",38.87010152,-76.9822236,1600 - 1699 block of 16th street se,property|motor vehicle theft,property,others,motor vehicle theft,6D2,11-02-2025,02-03-2025,evening,2025,cluster 34,607,7601,8,Unknown,6,8,precinct 140
25022432,"38.9013240335,-77.0005776883",38.90132403,-77.00057769,4th street ne and i street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,15-02-2025,15-02-2025,day,2025,cluster 25,501,10602,6,Unknown,5,8,precinct 83
25024144,"38.8503537035,-76.9810034613",38.8503537,-76.98100346,3100 - 3199 block of stanton road se,property|motor vehicle theft,property,others,motor vehicle theft,7D2,18-02-2025,18-02-2025,evening,2025,cluster 38,704,7404,8,Unknown,7,8,precinct 117
25420742,"38.9431541919,-77.0617125934",38.94315419,-77.06171259,2900 - 3049 block of van ness street nw,property|theft/other,property,others,theft/other,2D1,19-02-2025,19-02-2025,evening,2025,cluster 12,203,1303,3,Unknown,2,6,precinct 34
25003567,"38.9002045619,-76.998974449",38.90020456,-76.99897445,500 - 599 block of h street ne,property|theft/other,property,others,theft/other,1D2,08-01-2025,08-01-2025,midnight,2025,cluster 25,104,8301,6,Unknown,1,6,precinct 83
25005492,"38.9173767915,-77.0239448173",38.91737679,-77.02394482,2000 - 2029 block of 9th street nw,property|theft/other,property,others,theft/other,3D2,12-01-2025,12-01-2025,evening,2025,cluster 3,305,4401,1,Unknown,3,6,precinct 137
25001471,"38.9588795897,-77.0036920692",38.95887959,-77.00369207,5600 - 5776 block of 2nd street ne,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,4D2,03-01-2025,03-01-2025,evening,2025,cluster 19,406,9505,4,Unknown,4,3,precinct 65
25420145,"38.9274233965,-77.0217214713",38.9274234,-77.02172147,500 - 699 block of harvard street nw,property|theft/other,property,others,theft/other,3D2,09-01-2025,09-01-2025,evening,2025,cluster 2,306,3200,1,Unknown,3,6,precinct 37
25025874,"38.9054380874,-77.0323418139",38.90543809,-77.03234181,1 - 1 block of thomas circle nw,property|theft/other,property,others,theft/other,2D3,22-02-2025,22-02-2025,evening,2025,cluster 8,207,10100,2,downtown,2,6,precinct 17
25028308,"38.9015896736,-77.0020365006",38.90158967,-77.0020365,900 - 914 block of 3rd street ne,violent|robbery,violent,others,robbery,5D1,26-02-2025,02-03-2025,evening,2025,cluster 25,501,10602,6,Unknown,5,4,precinct 144
25420124,"38.9064440504,-77.029621947",38.90644405,-77.02962195,1200 - 1299 block of 13th street nw,property|theft/other,property,others,theft/other,3D3,31-12-2024,31-12-2024,evening,2025,cluster 7,307,5004,2,Unknown,3,6,precinct 17
25420340,"38.9002045619,-76.998974449",38.90020456,-76.99897445,500 - 599 block of h street ne,property|theft/other,property,others,theft/other,1D2,03-01-2025,03-01-2025,day,2025,cluster 25,104,8301,6,Unknown,1,6,precinct 83
25000987,"38.8280298728,-77.0005658093",38.82802987,-77.00056581,4200 - 4351 block of 4th street se,property|motor vehicle theft,property,others,motor vehicle theft,7D3,02-01-2025,02-01-2025,evening,2025,cluster 39,708,9811,8,Unknown,7,8,precinct 125
25002488,"38.9232611572,-77.022392747",38.92326116,-77.02239275,2400 - 2599 block of georgia avenue nw,property|theft f/auto,property,others,theft f/auto,3D1,05-01-2025,05-01-2025,midnight,2025,cluster 2,304,3500,1,Unknown,3,7,precinct 37
25006438,"38.8955437391,-76.9738563053",38.89554374,-76.97385631,400 - 499 block of 23rd place ne,property|theft/other,property,others,theft/other,5D3,08-12-2024,24-12-2024,evening,2025,cluster 25,507,7903,7,Unknown,5,6,precinct 80
25006484,"38.9019186579,-76.9949599691",38.90191866,-76.99495997,900 - 999 block of 8th street ne,property|theft/other,property,others,theft/other,5D1,14-01-2025,14-01-2025,evening,2025,cluster 25,501,8410,6,Unknown,5,6,precinct 83
25013436,"38.8838828674,-77.0245692132",38.88388287,-77.02456921,400 - 999 block of l'enfant plaza sw,violent|robbery,violent,others,robbery,1D1,28-01-2025,28-01-2025,evening,2025,cluster 9,103,10202,6,southwest,1,4,precinct 142
25011890,"38.9543390609,-77.0187507095",38.95433906,-77.01875071,400 - 499 block of ingraham street nw,property|theft f/auto,property,others,theft f/auto,4D1,07-12-2024,16-12-2024,evening,2025,cluster 18,403,2102,4,Unknown,4,7,precinct 56
25019531,"38.8449004377,-76.9833151071",38.84490044,-76.98331511,3315 - 3399 block of 15th street se,property|theft/other,property,others,theft/other,7D2,09-02-2025,09-02-2025,evening,2025,cluster 38,705,7304,8,Unknown,7,6,precinct 120
25020146,"38.898259762,-76.9766588607",38.89825976,-76.97665886,700 - 747 block of 19th street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D3,10-02-2025,10-02-2025,evening,2025,cluster 25,507,7903,7,Unknown,5,8,precinct 80
25020363,"38.8266163993,-76.9943596393",38.8266164,-76.99435964,700 - 860 block of southern avenue se,property|theft f/auto,property,others,theft f/auto,7D3,10-02-2025,11-02-2025,day,2025,cluster 39,706,9811,8,Unknown,7,7,precinct 125
25022722,"38.9204575335,-76.971562629",38.92045753,-76.97156263,2100 - 2199 block of 24th place ne,property|theft f/auto,property,others,theft f/auto,5D2,16-02-2025,16-02-2025,midnight,2025,cluster 22,503,11100,5,Unknown,5,7,precinct 71
25023819,"38.8971435925,-76.9184638761",38.89714359,-76.91846388,5700 - 5799 block of foote street ne,property|motor vehicle theft,property,others,motor vehicle theft,6D1,17-02-2025,18-02-2025,day,2025,cluster 31,608,7807,7,Unknown,6,8,precinct 95
25024150,"38.9388977973,-77.0967607152",38.9388978,-77.09676072,3700 - 3799 block of 49th street nw,property|theft f/auto,property,others,theft f/auto,2D2,18-02-2025,18-02-2025,evening,2025,cluster 13,205,903,3,Unknown,2,7,precinct 9
25026051,"38.9272331484,-77.071283442",38.92723315,-77.07128344,3600 - 3619 block of massachusetts avenue nw,property|theft f/auto,property,others,theft f/auto,2D2,22-02-2025,22-02-2025,evening,2025,cluster 14,204,400,3,Unknown,2,7,precinct 12
25026714,"38.9001925481,-76.9782803647",38.90019255,-76.97828036,1700 - 1799 block of h street ne,violent|robbery,violent,others,robbery,5D3,23-02-2025,23-02-2025,midnight,2025,cluster 23,507,8904,5,Unknown,5,4,precinct 79
25011735,"38.8355839309,-77.002817597",38.83558393,-77.0028176,3800 - 3821 block of 2nd street se,property|theft f/auto,property,others,theft f/auto,7D2,18-12-2024,23-01-2025,evening,2025,cluster 39,707,9803,8,Unknown,7,7,precinct 124
25012269,"38.9588795897,-77.0036920692",38.95887959,-77.00369207,5600 - 5776 block of 2nd street ne,property|theft f/auto,property,others,theft f/auto,4D2,25-01-2025,26-01-2025,day,2025,cluster 19,406,9505,4,Unknown,4,7,precinct 65
25013866,"38.8941806556,-76.9949625907",38.89418066,-76.99496259,300 - 399 block of 8th street ne,property|motor vehicle theft,property,others,motor vehicle theft,1D2,29-01-2025,29-01-2025,evening,2025,cluster 25,108,8100,6,Unknown,1,8,precinct 85
25013902,"38.901337516,-77.044902074",38.90133752,-77.04490207,20th street nw and i street nw,property|motor vehicle theft,property,others,motor vehicle theft,2D3,29-01-2025,29-01-2025,evening,2025,cluster 6,207,10700,2,golden triangle,2,8,precinct 2
25020947,"38.9062031301,-76.9794323764",38.90620313,-76.97943238,1201 - 1278 block of bladensburg road ne,property|theft f/auto,property,others,theft f/auto,5D3,12-02-2025,12-02-2025,evening,2025,cluster 23,506,8804,5,Unknown,5,7,precinct 78
25021255,"38.9573097256,-77.0269917774",38.95730973,-77.02699178,900 - 999 block of longfellow street nw,property|motor vehicle theft,property,others,motor vehicle theft,4D1,13-02-2025,13-02-2025,day,2025,cluster 18,403,2101,4,Unknown,4,8,precinct 58
25023707,"38.9004962942,-76.9477740382",38.90049629,-76.94777404,723 - 800 block of kenilworth terrace ne,property|theft f/auto,property,others,theft f/auto,6D1,18-02-2025,02-03-2025,midnight,2025,cluster 30,601,9602,7,Unknown,6,7,precinct 100
25007035,"38.8778666066,-77.0176347386",38.87786661,-77.01763474,900 - 1199 block of 4th street sw,violent|robbery,violent,others,robbery,1D3,15-01-2025,15-01-2025,evening,2025,cluster 9,105,10201,6,southwest,1,4,precinct 128
25000618,"38.826457661,-77.003590328",38.82645766,-77.00359033,4100 - 4530 block of livingston road se,property|burglary,property,others,burglary,7D3,27-12-2024,02-01-2025,day,2025,cluster 39,708,9810,8,Unknown,7,5,precinct 125
25021259,"38.8456595779,-76.9727714366",38.84565958,-76.97277144,3400 - 3799 block of 22nd street se,property|theft f/auto,property,others,theft f/auto,7D2,13-02-2025,13-02-2025,day,2025,cluster 38,704,7409,8,Unknown,7,7,precinct 116
25022968,"38.9007593761,-77.0131109228",38.90075938,-77.01311092,800 - 899 block of new jersey avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,1D1,16-02-2025,16-02-2025,evening,2025,cluster 8,101,4702,6,mount vernon triangle cid,1,8,precinct 1
25012446,"38.9171883705,-76.9800714834",38.91718837,-76.98007148,1600 - 1779 block of new york avenue ne,property|theft/other,property,others,theft/other,5D3,26-01-2025,26-01-2025,evening,2025,cluster 23,506,8803,5,Unknown,5,6,precinct 76
25019021,"38.8668927797,-76.9790073376",38.86689278,-76.97900734,1900 - 1925 block of 18th street se,property|theft/other,property,others,theft/other,6D2,08-02-2025,08-02-2025,evening,2025,cluster 34,607,7605,8,Unknown,6,6,precinct 112
25019601,"38.8561491861,-76.9650194879",38.85614919,-76.96501949,2700 - 2798 block of 30th street se,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,6D2,09-02-2025,09-02-2025,evening,2025,cluster 35,606,7603,7,Unknown,6,3,precinct 113
25018494,"38.8425455836,-76.9885055955",38.84254558,-76.9885056,3300 - 3399 block of 13th street se,property|motor vehicle theft,property,others,motor vehicle theft,7D2,07-02-2025,07-02-2025,day,2025,cluster 38,705,7304,8,Unknown,7,8,precinct 120
25024591,"38.9697629975,-77.0553908833",38.969763,-77.05539088,2600 - 2699 block of rittenhouse street nw,property|theft f/auto,property,others,theft f/auto,2D1,19-02-2025,19-02-2025,evening,2025,cluster 10,201,1500,4,Unknown,2,7,precinct 52
25024956,"38.9013252888,-77.0013069755",38.90132529,-77.00130698,300 - 399 block of i street ne,property|theft/other,property,others,theft/other,5D1,15-02-2025,20-02-2025,day,2025,cluster 25,501,10602,6,Unknown,5,6,precinct 83
25025679,"38.9673381617,-77.0058032369",38.96733816,-77.00580324,100 - 199 block of tuckerman street ne,property|theft/other,property,others,theft/other,4D2,20-02-2025,21-02-2025,evening,2025,cluster 19,406,9505,4,Unknown,4,6,precinct 64
25026324,"38.9079088435,-77.0239664272",38.90790884,-77.02396643,1300 - 1399 block of 9th street nw,property|theft/other,property,others,theft/other,3D3,23-02-2025,23-02-2025,midnight,2025,cluster 7,307,4902,2,Unknown,3,6,precinct 18
25066999,"38.9613161426,-77.0175675811",38.96131614,-77.01756758,320 - 399 block of oglethorpe street nw,property|theft f/auto,property,others,theft f/auto,4D1,15-01-2025,15-01-2025,evening,2025,cluster 17,402,1902,4,Unknown,4,7,precinct 64
25420089,"38.907238228,-77.0074918952",38.90723823,-77.0074919,1 - 99 block of n street ne,property|theft f/auto,property,others,theft f/auto,5D1,01-01-2025,01-01-2025,day,2025,cluster 25,501,10601,6,noma,5,7,precinct 144
25002958,"38.8961185228,-76.9973065843",38.89611852,-76.99730658,600 - 699 block of e street ne,property|theft f/auto,property,others,theft f/auto,1D2,07-01-2025,07-01-2025,day,2025,cluster 25,104,8302,6,Unknown,1,7,precinct 84
25003050,"38.9295168861,-77.0327298633",38.92951689,-77.03272986,3100 - 3299 block of 14th street nw,property|theft/other,property,others,theft/other,3D1,07-01-2025,07-01-2025,evening,2025,cluster 2,302,2802,1,Unknown,3,6,precinct 39
25005356,"38.9748378665,-77.014324859",38.97483787,-77.01432486,100 - 199 block of carroll street nw,property|theft/other,property,others,theft/other,4D1,12-01-2025,12-01-2025,evening,2025,cluster 17,401,1702,4,Unknown,4,6,precinct 63
25008132,"38.9372198835,-77.0297056689",38.93721988,-77.02970567,3700 - 3799 block of 13th street nw,property|theft f/auto,property,others,theft f/auto,4D3,17-01-2025,17-01-2025,midnight,2025,cluster 18,404,2504,4,Unknown,4,7,precinct 49
25010583,"38.9041466053,-76.9346013662",38.90414661,-76.93460137,1000 - 1099 block of 47th place ne,property|theft f/auto,property,others,theft f/auto,6D1,22-01-2025,23-01-2025,day,2025,cluster 31,602,7806,7,Unknown,6,7,precinct 93
25015654,"38.8759392734,-77.0058665631",38.87593927,-77.00586656,1200 - 1253 block of 1st street se,property|theft f/auto,property,others,theft f/auto,1D3,26-01-2025,26-01-2025,midnight,2025,cluster 27,106,7201,8,capitol riverfront,1,7,precinct 131
25016872,"38.9148228237,-77.0106677549",38.91482282,-77.01066775,1 - 99 block of seaton place nw,property|theft f/auto,property,others,theft f/auto,3D2,04-02-2025,04-02-2025,day,2025,cluster 21,308,3302,5,Unknown,3,7,precinct 19
25006777,"38.8966558827,-76.9476475094",38.89665588,-76.94764751,4000 - 4121 block of minnesota avenue ne,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,6D1,15-01-2025,15-01-2025,day,2025,cluster 30,602,7803,7,Unknown,6,3,precinct 99
25000941,"38.9094049494,-76.9975459006",38.90940495,-76.9975459,1300 - 1399 block of 5th street ne,property|theft f/auto,property,others,theft f/auto,5D1,02-01-2025,02-03-2025,evening,2025,cluster 23,501,8803,5,Unknown,5,7,precinct 76
25000351,"38.965306569,-77.0019972434",38.96530657,-77.00199724,6200 - 6219 block of eastern avenue ne,property|theft f/auto,property,others,theft f/auto,4D2,01-01-2025,01-01-2025,evening,2025,cluster 19,406,9505,4,Unknown,4,7,precinct 65
25000439,"38.9483570552,-77.0799373128",38.94835706,-77.07993731,4500 - 4537 block of wisconsin avenue nw,property|theft/other,property,others,theft/other,2D1,01-01-2025,01-01-2025,evening,2025,cluster 11,202,1004,3,Unknown,2,6,precinct 31
25002413,"38.9155661308,-77.001289018",38.91556613,-77.00128902,300 - 399 block of t street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,05-01-2025,05-01-2025,evening,2025,cluster 21,502,8702,5,Unknown,5,8,precinct 75
25002652,"38.855735899,-76.9685723198",38.8557359,-76.96857232,2814 - 2899 block of 28th street se,property|theft/other,property,others,theft/other,7D1,06-01-2025,06-01-2025,day,2025,cluster 36,702,7502,8,Unknown,7,6,precinct 134
25005177,"38.9496928393,-77.0949435295",38.94969284,-77.09494353,4800 - 4823 block of brandywine street nw,property|motor vehicle theft,property,others,motor vehicle theft,2D1,11-01-2025,12-01-2025,day,2025,cluster 11,202,1003,3,Unknown,2,8,precinct 31
25005868,"38.824387366,-76.9987223041",38.82438737,-76.9987223,600 - 699 block of galveston place se,property|motor vehicle theft,property,others,motor vehicle theft,7D3,13-01-2025,13-01-2025,evening,2025,cluster 39,706,9811,8,Unknown,7,8,precinct 125
25006226,"38.9215847053,-76.9937555941",38.92158471,-76.99375559,2300 - 2499 block of washington place ne,property|theft/other,property,others,theft/other,5D2,14-01-2025,14-01-2025,day,2025,cluster 22,505,9102,5,Unknown,5,6,precinct 72
25006436,"38.8445386906,-76.9714023995",38.84453869,-76.9714024,2200 - 2299 block of southern avenue se,property|theft f/auto,property,others,theft f/auto,7D2,06-01-2025,14-01-2025,evening,2025,cluster 38,704,7409,8,Unknown,7,7,precinct 116
25009880,"38.8819958778,-76.9949767181",38.88199588,-76.99497672,500 - 699 block of 8th street se,property|theft/other,property,others,theft/other,1D3,17-12-2024,18-12-2024,day,2025,cluster 26,106,7000,6,capitol hill,1,6,precinct 90
25011010,"38.8236013165,-77.0088899643",38.82360132,-77.00888996,2 - 199 block of galveston street sw,property|theft/other,property,others,theft/other,7D3,24-01-2025,24-01-2025,midnight,2025,cluster 39,708,10900,8,Unknown,7,6,precinct 126
25012433,"38.8828390269,-76.9869086226",38.88283903,-76.98690862,1300 - 1399 block of e street se,property|motor vehicle theft,property,others,motor vehicle theft,1D3,26-01-2025,26-01-2025,evening,2025,cluster 26,106,6900,6,Unknown,1,8,precinct 91
25013331,"38.9530377755,-77.023015396",38.95303778,-77.0230154,700 - 799 block of hamilton street nw,property|motor vehicle theft,property,others,motor vehicle theft,4D1,28-01-2025,28-01-2025,evening,2025,cluster 18,403,2101,4,Unknown,4,8,precinct 56
25014619,"38.8277867025,-76.9984966799",38.8277867,-76.99849668,4200 - 4283 block of 6th street se,property|motor vehicle theft,property,others,motor vehicle theft,7D3,30-01-2025,30-01-2025,evening,2025,cluster 39,706,9811,8,Unknown,7,8,precinct 125
25014821,"38.9740458906,-77.0180318646",38.97404589,-77.01803186,6900 - 6919 block of 4th street nw,property|burglary,property,others,burglary,4D1,31-01-2025,31-01-2025,day,2025,cluster 17,401,1702,4,Unknown,4,5,precinct 63
25020107,"38.9348242806,-77.0580805327",38.93482428,-77.05808053,3319 - 3499 block of connecticut avenue nw,property|theft/other,property,others,theft/other,2D1,10-02-2025,10-02-2025,evening,2025,cluster 15,203,1304,3,Unknown,2,6,precinct 34
25020885,"38.9483570552,-77.0799373128",38.94835706,-77.07993731,4500 - 4537 block of wisconsin avenue nw,property|theft/other,property,others,theft/other,2D1,12-02-2025,12-02-2025,day,2025,cluster 11,202,1004,3,Unknown,2,6,precinct 31
25021652,"38.934751414,-77.0732898841",38.93475141,-77.07328988,3700 - 3749 block of newark street nw,property|theft/other,property,others,theft/other,2D2,13-02-2025,13-02-2025,evening,2025,cluster 14,204,1002,3,Unknown,2,6,precinct 29
25022408,"38.9096515756,-77.0332543444",38.90965158,-77.03325434,1400 - 1499 block of p street nw,property|theft/other,property,others,theft/other,2D3,15-02-2025,15-02-2025,day,2025,cluster 7,208,5203,2,Unknown,2,6,precinct 16
25420189,"38.892006428,-76.9829303883",38.89200643,-76.98293039,1500 - 1599 block of constitution avenue ne,property|theft/other,property,others,theft/other,1D2,31-12-2024,31-12-2024,evening,2025,cluster 25,108,8002,7,Unknown,1,6,precinct 86
25000589,"38.9185275009,-76.9586040722",38.9185275,-76.95860407,3300 - 3599 block of v street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,02-01-2025,02-03-2025,day,2025,cluster 24,503,11100,5,Unknown,5,8,precinct 71
25008555,"38.9155647023,-77.0063850147",38.9155647,-77.00638501,33 - 119 block of t street ne,property|theft/other,property,others,theft/other,5D1,18-01-2025,18-01-2025,evening,2025,cluster 21,502,8701,5,Unknown,5,6,precinct 75
25008787,"38.9049076407,-77.0259863348",38.90490764,-77.02598633,1100 - 1199 block of 10th street nw,property|theft/other,property,others,theft/other,3D3,19-01-2025,02-03-2025,day,2025,cluster 8,307,4902,2,Unknown,3,6,precinct 129
25020708,"38.8642854218,-77.0121833503",38.86428542,-77.01218335,2100 - 2299 block of 1st street sw,property|theft f/auto,property,others,theft f/auto,1D3,10-02-2025,11-02-2025,evening,2025,cluster 9,105,6400,6,capitol riverfront,1,7,precinct 127
25026433,"38.8701083449,-76.9749589926",38.87010834,-76.97495899,1600 - 1699 block of 22nd street se,property|theft/other,property,others,theft/other,6D2,22-02-2025,23-02-2025,day,2025,cluster 34,607,7601,8,Unknown,6,6,precinct 133
25005019,"38.8983139331,-77.0288490823",38.89831393,-77.02884908,1200 - 1299 block of g street nw,property|theft/other,property,others,theft/other,2D3,11-01-2025,11-01-2025,evening,2025,cluster 8,209,5802,2,downtown,2,6,precinct 129
25005277,"38.9649505737,-77.0189639672",38.96495057,-77.01896397,400 - 499 block of rittenhouse street nw,property|theft f/auto,property,others,theft f/auto,4D1,11-01-2025,12-01-2025,day,2025,cluster 17,402,1902,4,Unknown,4,7,precinct 59
25009907,"38.8792863775,-77.0082611251",38.87928638,-77.00826113,1 - 69 block of i street se,property|motor vehicle theft,property,others,motor vehicle theft,1D3,21-01-2025,21-01-2025,midnight,2025,cluster 27,106,7202,6,capitol riverfront,1,8,precinct 131
25010723,"38.855735899,-76.9685723198",38.8557359,-76.96857232,2814 - 2899 block of 28th street se,property|burglary,property,others,burglary,7D1,23-01-2025,23-01-2025,day,2025,cluster 36,702,7502,8,Unknown,7,5,precinct 134
25011896,"38.8854850339,-76.921205212",38.88548503,-76.92120521,5400 - 5699 block of b street se,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,6D3,25-01-2025,25-01-2025,evening,2025,cluster 33,604,9905,7,Unknown,6,3,precinct 105
25025376,"38.9532854898,-77.0147247776",38.95328549,-77.01472478,200 - 299 block of hamilton street nw,property|motor vehicle theft,property,others,motor vehicle theft,4D1,21-02-2025,21-02-2025,day,2025,cluster 18,403,2102,4,Unknown,4,8,precinct 57
25420064,"38.937426216,-77.0350784062",38.93742622,-77.03507841,1414 - 1599 block of spring road nw,property|theft/other,property,others,theft/other,4D3,29-12-2024,29-12-2024,day,2025,cluster 18,404,2504,4,Unknown,4,6,precinct 47
25420103,"38.9741891778,-77.0582077084",38.97418918,-77.05820771,6300 - 6599 block of 31st street nw,property|theft/other,property,others,theft/other,2D1,03-01-2025,03-01-2025,evening,2025,cluster 10,201,1500,4,Unknown,2,6,precinct 51
25420388,"38.9615466978,-77.073618699",38.9615467,-77.0736187,5400 - 5419 block of connecticut avenue nw,property|theft/other,property,others,theft/other,2D1,23-12-2024,21-01-2025,midnight,2025,cluster 10,201,1100,3,Unknown,2,6,precinct 32
25420452,"38.9056459446,-77.0025500075",38.90564594,-77.00255001,201 - 299 block of m street ne,property|theft/other,property,others,theft/other,5D1,01-02-2025,01-02-2025,day,2025,cluster 25,501,10602,6,noma,5,6,precinct 144
25027609,"38.940277387,-77.0251020575",38.94027739,-77.02510206,4000 - 4099 block of georgia avenue nw,property|theft/other,property,others,theft/other,4D3,25-02-2025,25-02-2025,evening,2025,cluster 18,404,2503,4,Unknown,4,6,precinct 47
25011172,"38.9164774036,-76.9827155922",38.9164774,-76.98271559,1500 - 1599 block of new york avenue ne,property|theft/other,property,others,theft/other,5D3,24-01-2025,24-01-2025,day,2025,cluster 23,506,8803,5,Unknown,5,6,precinct 76
25015489,"38.9049067709,-77.0270404297",38.90490677,-77.02704043,1101 - 1199 block of 11th street nw,property|motor vehicle theft,property,gun,motor vehicle theft,3D3,01-02-2025,01-02-2025,evening,2025,cluster 8,307,4902,2,Unknown,3,8,precinct 129
25017576,"38.9198458716,-76.9528994141",38.91984587,-76.95289941,2400 - 2499 block of market street ne,property|theft/other,property,others,theft/other,5D2,26-01-2025,02-03-2025,day,2025,cluster 24,503,9000,5,Unknown,5,6,precinct 139
