ccn,location,latitude,longitude,block,offensekey,offensegroup,method,offense,sector,start_date,end_date,shift,year,neighborhood_cluster,psa,census_tract,ward,bid,district,ucr-rank,voting_precinct
25027914,"38.8954504567,-76.9915310074",38.89545046,-76.99153101,400 - 499 block of 11th street ne,property|theft/other,property,others,theft/other,1D2,25-02-2025,26-02-2025,day,2025,cluster 25,108,8100,6,Unknown,1,6,precinct 85
25000799,"38.9205357239,-76.952663139",38.92053572,-76.95266314,2400 block of market street ne,property|theft f/auto,property,others,theft f/auto,5D2,28-12-2024,02-01-2025,evening,2025,cluster 24,503,9000,5,Unknown,5,7,precinct 139
25420779,"38.9025148158,-77.0028031789",38.90251482,-77.00280318,200 - 299 block of k street ne,property|theft/other,property,others,theft/other,5D1,09-02-2025,22-02-2025,day,2025,cluster 25,501,10602,6,noma,5,6,precinct 144
25001264,"38.8694741589,-76.9694893983",38.86947416,-76.9694894,2512 - 2699 block of r street se,property|motor vehicle theft,property,others,motor vehicle theft,6D2,15-12-2024,03-01-2025,day,2025,cluster 34,607,7604,7,Unknown,6,8,precinct 111
25002668,"38.9295168861,-77.0327298633",38.92951689,-77.03272986,3100 - 3299 block of 14th street nw,property|theft/other,property,others,theft/other,3D1,06-01-2025,06-01-2025,day,2025,cluster 2,302,2802,1,Unknown,3,6,precinct 39
25005357,"38.8875662919,-77.025990777",38.88756629,-77.02599078,independence avenue sw and l'enfant promenade sw,violent|assault w/dangerous weapon,violent,knife,assault w/dangerous weapon,1D1,12-01-2025,12-01-2025,evening,2025,cluster 45,103,980000,6,southwest,1,3,precinct 142
25004056,"38.9400305108,-77.0778067509",38.94003051,-77.07780675,10 - 99 block of ridge square nw,property|theft/other,property,others,theft/other,2D2,09-01-2025,09-01-2025,evening,2025,cluster 14,204,1002,3,Unknown,2,6,precinct 29
25003868,"38.9051510928,-77.0639958956",38.90515109,-77.0639959,3200 - 3275 block of m street nw,property|theft/other,property,others,theft/other,2D2,08-01-2025,09-01-2025,day,2025,cluster 4,206,202,2,georgetown,2,6,precinct 6
25004371,"38.8555055907,-76.9639122512",38.85550559,-76.96391225,2700 - 2899 block of terrace road se,property|theft f/auto,property,others,theft f/auto,6D2,10-01-2025,10-01-2025,evening,2025,cluster 35,606,7603,7,Unknown,6,7,precinct 113
25006769,"38.9286365615,-77.0312017061",38.92863656,-77.03120171,1300 - 1399 block of irving street nw,property|theft f/auto,property,others,theft f/auto,3D1,13-01-2025,13-01-2025,day,2025,cluster 2,302,3000,1,Unknown,3,7,precinct 39
25008356,"38.9056570042,-77.0457735548",38.905657,-77.04577355,2000 - 2099 block of m street nw,property|theft f/auto,property,others,theft f/auto,2D3,17-01-2025,18-01-2025,evening,2025,cluster 6,208,10700,2,golden triangle,2,7,precinct 4
25012756,"38.9052578743,-77.0523520019",38.90525787,-77.052352,2400 - 2499 block of m street nw,property|theft/other,property,others,theft/other,2D3,27-01-2025,27-01-2025,day,2025,cluster 5,207,5503,2,Unknown,2,6,precinct 4
25012760,"38.8653358331,-76.9481811888",38.86533583,-76.94818119,3900 - 3999 block of s street se,property|theft f/auto,property,others,theft f/auto,6D2,27-01-2025,27-01-2025,day,2025,cluster 34,605,9902,7,Unknown,6,7,precinct 110
25013839,"38.9675660815,-77.0344930917",38.96756608,-77.03449309,1400 - 1499 block of tuckerman street nw,property|theft/other,property,others,theft/other,4D1,29-01-2025,29-01-2025,day,2025,cluster 17,402,1803,4,Unknown,4,6,precinct 61
25014467,"38.9155329133,-76.9835709381",38.91553291,-76.98357094,2000 - 2099 block of hecht avenue ne,property|theft f/auto,property,others,theft f/auto,5D3,30-01-2025,30-01-2025,evening,2025,cluster 23,506,8803,5,Unknown,5,7,precinct 76
25015372,"38.9162259346,-77.0681648844",38.91622593,-77.06816488,1851 - 2008 block of wisconsin avenue nw,property|theft f/auto,property,others,theft f/auto,2D2,08-01-2025,08-01-2025,day,2025,cluster 4,206,102,2,Unknown,2,7,precinct 5
25016938,"38.84314879,-76.9890087885",38.84314879,-76.98900879,1218 - 1299 block of savannah street se,property|theft f/auto,property,others,theft f/auto,7D2,04-02-2025,05-02-2025,day,2025,cluster 39,705,7304,8,Unknown,7,7,precinct 120
25019780,"38.917236462,-77.0229457261",38.91723646,-77.02294573,2000 - 2099 block of 8th street nw,property|theft/other,property,others,theft/other,3D2,10-02-2025,10-02-2025,day,2025,cluster 3,305,3500,1,Unknown,3,6,precinct 37
25020830,"38.9186485641,-77.0319518232",38.91864856,-77.03195182,2100 - 2199 block of 14th street nw,property|theft/other,property,others,theft/other,3D2,12-02-2025,12-02-2025,day,2025,cluster 3,305,4401,1,Unknown,3,6,precinct 22
25022304,"38.915112505,-77.0156964238",38.91511251,-77.01569642,1810 - 1899 block of 3rd street nw,property|motor vehicle theft,property,others,motor vehicle theft,3D2,15-02-2025,15-02-2025,midnight,2025,cluster 3,306,3400,1,Unknown,3,8,precinct 20
25022467,"38.9612789177,-77.0349189204",38.96127892,-77.03491892,1400 - 1599 block of oglethorpe street nw,property|theft/other,property,others,theft/other,4D1,15-02-2025,15-02-2025,day,2025,cluster 18,403,2001,4,Unknown,4,6,precinct 53
25014965,"38.9079054389,-77.0259866199",38.90790544,-77.02598662,1300 - 1399 block of 10th street nw,property|theft f/auto,property,others,theft f/auto,3D3,31-01-2025,31-01-2025,evening,2025,cluster 7,307,4902,2,Unknown,3,7,precinct 129
25018502,"38.8401059262,-76.9995086007",38.84010593,-76.9995086,3400 - 3499 block of 5th street se,violent|robbery,violent,others,robbery,7D2,07-02-2025,07-02-2025,evening,2025,cluster 39,705,9804,8,Unknown,7,4,precinct 122
25020401,"38.9408334,-77.0241454419",38.9408334,-77.02414544,800 - 899 block of taylor street nw,property|motor vehicle theft,property,others,motor vehicle theft,4D2,11-02-2025,11-02-2025,day,2025,cluster 18,407,2400,4,Unknown,4,8,precinct 45
25023897,"38.9045261865,-77.0326140595",38.90452619,-77.03261406,1100 - 1199 block of vermont avenue nw,property|theft/other,property,others,theft/other,2D3,18-02-2025,18-02-2025,day,2025,cluster 8,207,10100,2,downtown,2,6,precinct 17
25005198,"38.9232612515,-76.9864125913",38.92326125,-76.98641259,2500 - 2599 block of 14th street ne,property|theft/other,property,others,theft/other,5D2,06-01-2025,12-01-2025,day,2025,cluster 22,505,9102,5,Unknown,5,6,precinct 72
25006284,"38.939741759,-77.0286087392",38.93974176,-77.02860874,1200 - 1299 block of shepherd street nw,property|theft f/auto,property,others,theft f/auto,4D3,13-01-2025,14-01-2025,day,2025,cluster 18,404,2503,4,Unknown,4,7,precinct 47
25024270,"38.9272628922,-76.9799230111",38.92726289,-76.97992301,1700 - 1799 block of rhode island avenue ne,property|burglary,property,others,burglary,5D2,19-02-2025,19-02-2025,midnight,2025,cluster 22,505,9102,5,Unknown,5,5,precinct 72
25009964,"38.9302922894,-77.0264517198",38.93029229,-77.02645172,3200 - 3299 block of sherman avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,4D3,21-01-2025,21-01-2025,evening,2025,cluster 2,409,3100,1,Unknown,4,8,precinct 38
25013063,"38.9072382311,-77.0249751364",38.90723823,-77.02497514,900 - 999 block of n street nw,property|burglary,property,others,burglary,3D3,28-01-2025,28-01-2025,midnight,2025,cluster 7,307,4902,2,Unknown,3,5,precinct 129
25004868,"38.9448686362,-77.0639158491",38.94486864,-77.06391585,4227 - 4399 block of connecticut avenue nw,property|theft/other,property,others,theft/other,2D1,11-01-2025,11-01-2025,evening,2025,cluster 12,203,1303,3,Unknown,2,6,precinct 34
25013492,"38.9068397202,-77.0161744527",38.90683972,-77.01617445,1220 - 1299 block of 4th street nw,property|theft/other,property,others,theft/other,3D2,28-01-2025,28-01-2025,evening,2025,cluster 7,308,4802,2,Unknown,3,6,precinct 18
25014552,"38.9155704849,-77.0213954626",38.91557048,-77.02139546,620 - 699 block of t street nw,property|theft/other,property,others,theft/other,3D2,30-01-2025,30-01-2025,evening,2025,cluster 3,306,4801,1,Unknown,3,6,precinct 137
25015408,"38.9328240152,-77.0327323041",38.93282402,-77.0327323,3429 - 3464 block of 14th street nw,property|theft/other,property,others,theft/other,4D3,23-01-2025,23-01-2025,day,2025,cluster 2,408,2801,1,Unknown,4,6,precinct 41
25017897,"38.873808177,-77.0090828481",38.87380818,-77.00908285,1300 - 1399 block of south capitol street,property|motor vehicle theft,property,others,motor vehicle theft,1D3,05-02-2025,05-02-2025,day,2025,cluster 9,105,6400,6,Unknown,1,8,precinct 127
25019327,"38.9249622371,-76.9903950376",38.92496224,-76.99039504,2700 - 2799 block of 12th street ne,property|theft f/auto,property,others,theft f/auto,5D2,08-02-2025,09-02-2025,day,2025,cluster 22,504,9302,5,Unknown,5,7,precinct 74
25022981,"38.8717915923,-76.9740898528",38.87179159,-76.97408985,2200 - 2299 block of minnesota avenue se,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,6D2,16-02-2025,16-02-2025,evening,2025,cluster 34,607,7601,8,Unknown,6,3,precinct 133
25023004,"38.9237546681,-76.9533351649",38.92375467,-76.95333516,3600 - 3799 block of commodore joshua barney drive ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,16-02-2025,16-02-2025,evening,2025,cluster 24,503,9000,5,Unknown,5,8,precinct 139
25027895,"38.8851343032,-76.9973154556",38.8851343,-76.99731546,600 - 669 block of pennsylvania avenue se,property|theft/other,property,others,theft/other,1D2,26-02-2025,26-02-2025,day,2025,cluster 26,107,6500,6,capitol hill,1,6,precinct 89
25420151,"38.8422392414,-77.0027686746",38.84223924,-77.00276867,3300 - 3399 block of martin luther king jr avenue se,property|theft/other,property,others,theft/other,7D2,28-12-2024,28-12-2024,evening,2025,cluster 39,707,10400,8,Unknown,7,6,precinct 123
25420736,"38.9382888111,-77.0327295072",38.93828881,-77.03272951,3800 - 3899 block of 14th street nw,property|theft f/auto,property,others,theft f/auto,4D3,04-02-2025,05-02-2025,day,2025,cluster 18,404,2504,4,Unknown,4,7,precinct 47
25420448,"38.8947748077,-76.9776908917",38.89477481,-76.97769089,1823 - 1899 block of d street ne,property|theft/other,property,others,theft/other,5D3,02-02-2025,02-02-2025,day,2025,cluster 25,507,7901,7,Unknown,5,6,precinct 81
25420591,"38.9142137824,-76.9860296578",38.91421378,-76.98602966,1300 - 1399 block of okie street ne,property|theft f/auto,property,others,theft f/auto,5D3,08-02-2025,08-02-2025,evening,2025,cluster 23,506,8803,5,Unknown,5,7,precinct 76
25026766,"38.9170040097,-77.0398481676",38.91700401,-77.03984817,1700 - 1780 block of u street nw,violent|robbery,violent,others,robbery,3D3,24-02-2025,24-02-2025,midnight,2025,cluster 6,301,4201,1,Unknown,3,4,precinct 24
25019587,"38.9089671676,-77.0006939692",38.90896717,-77.00069397,1200 - 1399 block of union street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,09-02-2025,09-02-2025,evening,2025,cluster 23,501,8803,5,Unknown,5,8,precinct 76
25027876,"38.8713907785,-77.0136682315",38.87139078,-77.01366823,1500 - 1599 block of 2nd street sw,property|motor vehicle theft,property,others,motor vehicle theft,1D3,25-02-2025,26-02-2025,day,2025,cluster 9,105,6400,6,Unknown,1,8,precinct 127
25008109,"38.9313798206,-76.9961757996",38.93137982,-76.9961758,7th street ne and lawrence street ne,violent|robbery,violent,others,robbery,5D1,17-01-2025,02-03-2025,evening,2025,cluster 21,502,9201,5,Unknown,5,4,precinct 74
25008810,"38.9844770368,-77.0266059526",38.98447704,-77.02660595,7816 - 7899 block of georgia avenue nw,property|theft f/auto,property,others,theft f/auto,4D1,18-01-2025,18-01-2025,day,2025,cluster 16,401,1600,4,Unknown,4,7,precinct 62
25013796,"38.8881378479,-76.9984514716",38.88813785,-76.99845147,100 - 199 block of 6th street se,property|theft f/auto,property,others,theft f/auto,1D2,29-01-2025,29-01-2025,day,2025,cluster 26,107,6600,6,Unknown,1,7,precinct 89
25022445,"38.953089945,-77.0006269086",38.95308995,-77.00062691,300 - 399 block of hamilton street ne,property|motor vehicle theft,property,others,motor vehicle theft,4D2,14-02-2025,15-02-2025,day,2025,cluster 19,406,9508,5,Unknown,4,8,precinct 66
25023503,"38.8851343032,-76.9973154556",38.8851343,-76.99731546,600 - 669 block of pennsylvania avenue se,property|theft/other,property,others,theft/other,1D2,16-02-2025,16-02-2025,evening,2025,cluster 26,107,6600,6,capitol hill,1,6,precinct 89
25023592,"38.9222166046,-76.9931402028",38.9222166,-76.9931402,900 - 999 block of rhode island avenue ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,17-02-2025,17-02-2025,evening,2025,cluster 22,505,9102,5,Unknown,5,8,precinct 72
25015472,"38.8308063012,-77.0076745977",38.8308063,-77.0076746,4000 - 4098 block of south capitol street,violent|assault w/dangerous weapon,violent,others,assault w/dangerous weapon,7D3,01-02-2025,01-02-2025,evening,2025,cluster 39,708,9810,8,Unknown,7,3,precinct 124
25004879,"38.9263067565,-77.0423223477",38.92630676,-77.04232235,1800 - 1899 block of summit place nw,property|theft/other,property,others,theft/other,3D3,08-01-2025,08-01-2025,evening,2025,cluster 1,303,3902,1,Unknown,3,6,precinct 35
25015549,"38.9116388366,-77.0655801844",38.91163884,-77.06558018,1600 - 1677 block of wisconsin avenue nw,property|theft/other,property,others,theft/other,2D2,01-02-2025,01-02-2025,evening,2025,cluster 4,206,102,2,georgetown,2,6,precinct 5
25015888,"38.9361950358,-77.0588766912",38.93619504,-77.05887669,3500 - 3599 block of connecticut avenue nw,property|theft/other,property,others,theft/other,2D1,02-02-2025,02-02-2025,day,2025,cluster 15,203,1304,3,Unknown,2,6,precinct 34
25016280,"38.8213127141,-77.0090026465",38.82131271,-77.00900265,100 - 199 block of ivanhoe street sw,property|motor vehicle theft,property,others,motor vehicle theft,7D3,03-02-2025,03-02-2025,evening,2025,cluster 39,708,10900,8,Unknown,7,8,precinct 126
25016867,"38.9089671676,-77.0006939692",38.90896717,-77.00069397,1200 - 1399 block of union street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,04-02-2025,04-02-2025,day,2025,cluster 23,501,8803,5,Unknown,5,8,precinct 76
25017445,"38.9150662016,-77.0911565491",38.9150662,-77.09115655,1900 - 1999 block of 47th street nw,property|theft f/auto,property,others,theft f/auto,2D2,05-02-2025,05-02-2025,day,2025,cluster 13,205,802,3,Unknown,2,7,precinct 7
25019165,"38.9680823234,-77.0274253467",38.96808232,-77.02742535,6400 - 6489 block of georgia avenue nw,violent|robbery,violent,gun,robbery,4D1,08-02-2025,08-02-2025,evening,2025,cluster 17,402,1901,4,Unknown,4,4,precinct 59
25019646,"38.9348242806,-77.0580805327",38.93482428,-77.05808053,3319 - 3499 block of connecticut avenue nw,property|theft/other,property,others,theft/other,2D1,09-02-2025,09-02-2025,midnight,2025,cluster 15,203,1304,3,Unknown,2,6,precinct 34
25019981,"38.9632379312,-77.0334167698",38.96323793,-77.03341677,14th street nw and peabody street nw,property|theft f/auto,property,others,theft f/auto,4D1,19-01-2025,02-03-2025,evening,2025,cluster 17,402,1804,4,Unknown,4,7,precinct 60
25021850,"38.905922918,-77.014992968",38.90592292,-77.01499297,1200 - 1217 block of new jersey avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,3D2,14-02-2025,14-02-2025,day,2025,cluster 21,308,4600,5,Unknown,3,8,precinct 1
25022428,"38.9655430254,-77.0276542224",38.96554303,-77.02765422,6200 - 6299 block of georgia avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,4D1,15-02-2025,15-02-2025,day,2025,cluster 17,402,1804,4,Unknown,4,8,precinct 60
25005793,"38.9492466458,-77.0802982386",38.94924665,-77.08029824,4530 - 4599 block of wisconsin avenue nw,property|theft/other,property,others,theft/other,2D1,13-01-2025,02-03-2025,day,2025,cluster 11,202,1100,3,Unknown,2,6,precinct 32
25007513,"38.9619795615,-77.0279498335",38.96197956,-77.02794983,5900 - 5999 block of georgia avenue nw,property|theft/other,property,others,theft/other,4D1,16-01-2025,16-01-2025,evening,2025,cluster 17,402,1804,4,Unknown,4,6,precinct 60
25012348,"38.9307075161,-77.0327233746",38.93070752,-77.03272337,3300 - 3398 block of 14th street nw,violent|robbery,violent,gun,robbery,3D1,26-01-2025,26-01-2025,evening,2025,cluster 2,302,2900,1,Unknown,3,4,precinct 41
25008458,"38.9082532933,-77.0678368595",38.90825329,-77.06783686,1400 - 1499 block of 34th street nw,property|theft f/auto,property,others,theft f/auto,2D2,18-01-2025,18-01-2025,evening,2025,cluster 4,206,202,2,Unknown,2,7,precinct 6
25009650,"38.8927936574,-76.9855077588",38.89279366,-76.98550776,200 - 299 block of 14th street ne,property|motor vehicle theft,property,others,motor vehicle theft,1D2,20-01-2025,21-01-2025,day,2025,cluster 25,108,8002,6,Unknown,1,8,precinct 86
25014451,"38.9487916125,-77.0787458915",38.94879161,-77.07874589,4500 - 4599 block of 40th street nw,property|theft/other,property,others,theft/other,2D1,30-01-2025,30-01-2025,evening,2025,cluster 11,202,1100,3,Unknown,2,6,precinct 32
25015991,"38.8810823692,-76.93654317",38.88108237,-76.93654317,600 - 699 block of 46th street se,property|motor vehicle theft,property,others,motor vehicle theft,6D3,02-02-2025,02-02-2025,evening,2025,cluster 33,604,9907,7,Unknown,6,8,precinct 103
25017751,"38.9117675751,-77.002035177",38.91176758,-77.00203518,104 - 1599 block of harry thomas way ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,05-02-2025,06-02-2025,midnight,2025,cluster 21,502,8702,5,noma,5,8,precinct 75
25019848,"38.9209329952,-76.9971570051",38.920933,-76.99715701,500 - 799 block of rhode island avenue ne,property|theft/other,property,others,theft/other,5D1,10-02-2025,02-03-2025,day,2025,cluster 21,502,9204,5,Unknown,5,6,precinct 74
25020151,"38.9234373724,-76.974174703",38.92343737,-76.9741747,douglas street ne and 22nd street ne,property|theft f/auto,property,others,theft f/auto,5D2,08-02-2025,10-02-2025,evening,2025,cluster 22,503,11100,5,Unknown,5,7,precinct 72
25021152,"38.9235827563,-76.9938562089",38.92358276,-76.99385621,2542 - 2699 block of reed street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,12-02-2025,02-03-2025,evening,2025,cluster 22,504,9302,5,Unknown,5,8,precinct 74
25024282,"38.9185275009,-76.9586040722",38.9185275,-76.95860407,3300 - 3599 block of v street ne,violent|assault w/dangerous weapon,violent,gun,assault w/dangerous weapon,5D2,19-02-2025,02-03-2025,day,2025,cluster 24,503,11100,5,Unknown,5,3,precinct 71
25021692,"38.9071829657,-76.9983926928",38.90718297,-76.99839269,500 - 599 block of morse street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,13-02-2025,13-02-2025,evening,2025,cluster 23,501,8803,5,Unknown,5,8,precinct 76
25026210,"38.953089945,-77.0006269086",38.95308995,-77.00062691,300 - 399 block of hamilton street ne,property|theft/other,property,others,theft/other,4D2,22-02-2025,22-02-2025,evening,2025,cluster 19,406,9508,5,Unknown,4,6,precinct 66
25026512,"38.9177958965,-77.0182482635",38.9177959,-77.01824826,400 - 499 block of oakdale place nw,property|theft/other,property,others,theft/other,3D2,23-02-2025,23-02-2025,evening,2025,cluster 3,306,3400,1,Unknown,3,6,precinct 37
25000436,"38.899793185,-77.0175677622",38.89979319,-77.01756776,400 - 499 block of h street nw,property|theft/other,property,others,theft/other,1D1,01-01-2025,01-01-2025,evening,2025,cluster 8,101,5900,6,downtown,1,6,precinct 143
25002111,"38.8324785022,-77.0082575523",38.8324785,-77.00825755,3846 - 3999 block of south capitol street,property|motor vehicle theft,property,others,motor vehicle theft,7D3,04-01-2025,05-01-2025,midnight,2025,cluster 39,708,9807,8,Unknown,7,8,precinct 124
25002549,"38.9162802028,-77.0239665883",38.9162802,-77.02396659,1900 - 1999 block of 9th street nw,property|theft/other,property,others,theft/other,3D2,05-01-2025,05-01-2025,evening,2025,cluster 3,305,4402,1,Unknown,3,6,precinct 137
25004670,"38.9369785861,-77.0473613884",38.93697859,-77.04736139,2000 - 2199 block of park road nw,property|motor vehicle theft,property,others,motor vehicle theft,3D1,11-01-2025,11-01-2025,midnight,2025,cluster 2,302,2704,1,Unknown,3,8,precinct 40
25005553,"38.8688438821,-76.9860864487",38.86884388,-76.98608645,1300 - 1399 block of ridge place se,property|theft f/auto,property,others,theft f/auto,6D2,13-01-2025,13-01-2025,midnight,2025,cluster 34,607,7601,8,Unknown,6,7,precinct 140
25005829,"38.9212963649,-76.9625332539",38.92129636,-76.96253325,3100 - 3299 block of adams street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,13-01-2025,13-01-2025,evening,2025,cluster 24,503,11100,5,Unknown,5,8,precinct 71
25025910,"38.9130221422,-76.9759548322",38.91302214,-76.97595483,1700 - 1758 block of bladensburg road ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,21-02-2025,22-02-2025,day,2025,cluster 23,503,11100,5,Unknown,5,8,precinct 72
25026181,"38.8973438155,-77.024969021",38.89734382,-77.02496902,900 - 999 block of f street nw,property|theft/other,property,others,theft/other,2D3,22-02-2025,22-02-2025,evening,2025,cluster 8,209,5802,2,downtown,2,6,precinct 129
25026202,"38.9198458716,-76.9528994141",38.91984587,-76.95289941,2400 - 2499 block of market street ne,property|theft/other,property,others,theft/other,5D2,22-02-2025,22-02-2025,midnight,2025,cluster 24,503,9000,5,Unknown,5,6,precinct 139
25026264,"38.9080849512,-77.0027025147",38.90808495,-77.00270251,200 - 299 block of florida avenue ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,22-02-2025,23-02-2025,midnight,2025,cluster 23,501,8702,5,noma,5,8,precinct 75
25026614,"38.8858624934,-76.9191911529",38.88586249,-76.91919115,5560 - 5799 block of central avenue se,property|theft/other,property,others,theft/other,6D3,23-02-2025,23-02-2025,evening,2025,cluster 33,604,9905,7,Unknown,6,6,precinct 105
25027225,"38.9201570109,-76.9903059701",38.92015701,-76.99030597,1000 - 1249 block of brentwood road ne,property|theft/other,property,others,theft/other,5D2,24-02-2025,24-02-2025,evening,2025,cluster 22,505,9102,5,Unknown,5,6,precinct 72
25022263,"38.8325038493,-76.9946368404",38.83250385,-76.99463684,3900 - 3999 block of 8th street se,violent|assault w/dangerous weapon,violent,others,assault w/dangerous weapon,7D3,15-02-2025,15-02-2025,midnight,2025,cluster 39,706,9801,8,Unknown,7,3,precinct 121
25021667,"38.9108201606,-77.0167191074",38.91082016,-77.01671911,1530 - 1599 block of new jersey avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,3D2,13-02-2025,13-02-2025,evening,2025,cluster 21,308,4600,5,Unknown,3,8,precinct 19
25000397,"38.8933494806,-76.9469648801",38.89334948,-76.94696488,300 - 499 block of 40th street ne,property|theft/other,property,others,theft/other,6D3,01-01-2025,01-01-2025,evening,2025,cluster 32,603,9603,7,Unknown,6,6,precinct 102
25420128,"38.906438329,-77.0020385991",38.90643833,-77.0020386,1200 - 1299 block of 3rd street ne,property|theft/other,property,others,theft/other,5D1,01-11-2024,20-11-2024,midnight,2025,cluster 25,501,10602,6,noma,5,6,precinct 144
25420152,"38.9064440504,-77.029621947",38.90644405,-77.02962195,1200 - 1299 block of 13th street nw,property|theft/other,property,others,theft/other,3D3,02-01-2025,09-01-2025,evening,2025,cluster 7,307,5004,2,Unknown,3,6,precinct 17
25010537,"38.9028321503,-76.9351654001",38.90283215,-76.9351654,4700 - 4721 block of sheriff road ne,violent|robbery,violent,gun,robbery,6D1,23-01-2025,02-03-2025,midnight,2025,cluster 31,602,7806,7,Unknown,6,4,precinct 93
25027162,"38.9085719168,-77.0175492865",38.90857192,-77.01754929,400 - 499 block of o street nw,property|theft/other,property,others,theft/other,3D2,24-02-2025,24-02-2025,evening,2025,cluster 7,308,4801,2,Unknown,3,6,precinct 18
25006023,"38.880237484,-76.9635223369",38.88023748,-76.96352234,3010 - 3099 block of g street se,property|theft/other,property,others,theft/other,6D2,13-01-2025,13-01-2025,evening,2025,cluster 34,605,7709,7,Unknown,6,6,precinct 132
25006360,"38.9169972125,-77.0042998877",38.91699721,-77.00429989,140 - 199 block of u street ne,property|theft f/auto,property,others,theft f/auto,5D1,07-01-2025,08-01-2025,day,2025,cluster 21,502,8701,5,Unknown,5,7,precinct 75
25010630,"38.9506562144,-76.9963245077",38.95065621,-76.99632451,600 - 799 block of faraday place ne,property|motor vehicle theft,property,others,motor vehicle theft,4D2,23-01-2025,02-03-2025,day,2025,cluster 20,405,9509,5,Unknown,4,8,precinct 66
25420266,"38.9140929349,-77.0374942095",38.91409293,-77.03749421,1600 - 1699 block of s street nw,property|theft/other,property,others,theft/other,3D3,15-01-2025,15-01-2025,evening,2025,cluster 6,301,4201,2,Unknown,3,6,precinct 141
25001698,"38.9194907264,-77.0219009044",38.91949073,-77.0219009,2200 - 2299 block of georgia avenue nw,property|theft f/auto,property,others,theft f/auto,3D2,04-01-2025,04-01-2025,day,2025,cluster 3,306,3400,1,Unknown,3,7,precinct 37
25002076,"38.9295168861,-77.0327298633",38.92951689,-77.03272986,3100 - 3299 block of 14th street nw,property|theft/other,property,others,theft/other,3D1,04-01-2025,02-03-2025,evening,2025,cluster 2,302,2802,1,Unknown,3,6,precinct 39
25020921,"38.8775337805,-76.9955786635",38.87753378,-76.99557866,700 - 799 block of l street se,property|motor vehicle theft,property,others,motor vehicle theft,1D3,12-02-2025,12-02-2025,midnight,2025,cluster 27,106,7203,8,capitol riverfront,1,8,precinct 131
25014805,"38.9031320626,-77.0365410195",38.90313206,-77.03654102,1000 - 1099 block of 16th street nw,property|theft/other,property,others,theft/other,2D3,31-01-2025,31-01-2025,day,2025,cluster 6,207,10100,2,downtown,2,6,precinct 17
25016302,"38.865564784,-76.9884706483",38.86556478,-76.98847065,1200 - 1299 block of v street se,property|motor vehicle theft,property,others,motor vehicle theft,7D1,02-02-2025,03-02-2025,day,2025,cluster 28,701,7503,8,Unknown,7,8,precinct 114
25017102,"38.9324249627,-77.0237155114",38.93242496,-77.02371551,3400 - 3499 block of georgia avenue nw,violent|robbery,violent,others,robbery,4D3,04-02-2025,04-02-2025,evening,2025,cluster 2,409,3100,1,Unknown,4,4,precinct 38
25019505,"38.9815590957,-77.0227645813",38.9815591,-77.02276458,7400 - 7499 block of eastern avenue nw,property|motor vehicle theft,property,others,motor vehicle theft,4D1,09-02-2025,09-02-2025,evening,2025,cluster 17,401,10300,4,Unknown,4,8,precinct 63
25018207,"38.9804170595,-77.0264921407",38.98041706,-77.02649214,7400 - 7599 block of georgia avenue nw,property|theft/other,property,others,theft/other,4D1,06-02-2025,06-02-2025,midnight,2025,cluster 17,401,10300,4,Unknown,4,6,precinct 63
25021121,"38.9223699147,-76.967436938",38.92236991,-76.96743694,2800 - 2999 block of channing street ne,property|motor vehicle theft,property,others,motor vehicle theft,5D2,12-02-2025,02-03-2025,evening,2025,cluster 24,503,11100,5,Unknown,5,8,precinct 71
25009565,"38.9114883305,-77.0046838521",38.91148833,-77.00468385,1600 - 1626 block of eckington place ne,property|motor vehicle theft,property,others,motor vehicle theft,5D1,20-01-2025,21-01-2025,midnight,2025,cluster 21,502,8702,5,noma,5,8,precinct 75
25013429,"38.9661319168,-77.0267845339",38.96613192,-77.02678453,900 - 999 block of sheridan street nw,property|theft f/auto,property,others,theft f/auto,4D1,23-01-2025,23-01-2025,evening,2025,cluster 17,402,1901,4,Unknown,4,7,precinct 59
25027771,"38.932125299,-76.9778798864",38.9321253,-76.97787989,1800 - 1999 block of lawrence street ne,violent|robbery,violent,others,robbery,5D2,25-02-2025,25-02-2025,evening,2025,cluster 22,504,9400,5,Unknown,5,4,precinct 70
25024627,"38.9694657787,-77.0337417557",38.96946578,-77.03374176,6500 - 6599 block of luzon avenue nw,property|theft f/auto,property,others,theft f/auto,4D1,13-02-2025,19-02-2025,midnight,2025,cluster 17,402,1803,4,Unknown,4,7,precinct 61
